transaction_id,transaction_type,merchant_category,device_type,network_type,hour_of_day,day_of_week,is_weekend
TXN0000107581,Recharge,Grocery,Android,5G,14,Friday,0
TXN0000107623,P2M,Transport,Android,4G,10,Wednesday,0
TXN0000107626,P2P,Entertainment,Android,4G,21,Monday,0
TXN0000107630,P2M,Grocery,Android,WiFi,19,Friday,0
TXN0000107705,Bill Payment,Entertainment,iOS,4G,14,Tuesday,0
TXN0000108063,P2P,Transport,Android,4G,15,Tuesday,0
TXN0000108141,P2M,Shopping,Android,3G,21,Thursday,0
TXN0000108150,Bill Payment,Grocery,Android,4G,17,Wednesday,0
TXN0000108199,P2P,Utilities,Android,4G,11,Thursday,0
TXN0000108222,P2P,Transport,Android,4G,16,Thursday,0
TXN0000108227,P2P,Utilities,Android,5G,9,Sunday,1
TXN0000108277,Bill Payment,Food,Android,WiFi,19,Friday,0
TXN0000108405,P2P,Entertainment,Android,4G,15,Sunday,1
TXN0000108700,P2M,Transport,Android,5G,17,Friday,0
TXN0000108913,P2P,Other,Android,4G,12,Tuesday,0
TXN0000108984,P2P,Food,Web,4G,12,Sunday,1
TXN0000109030,Bill Payment,Shopping,Android,4G,17,Wednesday,0
TXN0000109061,P2M,Other,Android,4G,23,Tuesday,0
TXN0000109221,Bill Payment,Food,iOS,4G,16,Saturday,1
TXN0000109456,P2P,Food,Android,5G,23,Saturday,1
TXN0000109547,P2M,Shopping,Android,4G,9,Saturday,1
TXN0000109632,Bill Payment,Healthcare,iOS,3G,23,Tuesday,0
TXN0000110015,P2P,Entertainment,Android,4G,11,Saturday,1
TXN0000110183,P2P,Transport,Android,4G,12,Monday,0
TXN0000110412,P2P,Shopping,Web,4G,12,Saturday,1
TXN0000110562,P2P,Other,Android,5G,19,Saturday,1
TXN0000110638,P2P,Grocery,Android,4G,22,Thursday,0
TXN0000110870,P2P,Utilities,Android,4G,19,Thursday,0
TXN0000111000,P2P,Grocery,Android,5G,9,Tuesday,0
TXN0000111014,P2P,Fuel,Android,WiFi,15,Tuesday,0
TXN0000111048,P2P,Food,Android,4G,20,Wednesday,0
TXN0000111254,P2P,Shopping,Android,3G,9,Monday,0
TXN0000111285,P2P,Grocery,Web,4G,20,Friday,0
TXN0000111435,P2M,Other,Android,5G,7,Friday,0
TXN0000111500,P2P,Fuel,Android,4G,19,Sunday,1
TXN0000111566,P2P,Grocery,Android,4G,13,Monday,0
TXN0000111627,Bill Payment,Shopping,Android,4G,16,Friday,0
TXN0000112296,P2M,Grocery,Android,4G,19,Monday,0
TXN0000112358,P2P,Food,iOS,4G,14,Monday,0
TXN0000112504,P2M,Grocery,Android,4G,5,Sunday,1
TXN0000112593,P2P,Shopping,Android,4G,19,Wednesday,0
TXN0000112615,P2P,Healthcare,iOS,4G,9,Saturday,1
TXN0000112664,P2M,Healthcare,Android,5G,11,Sunday,1
TXN0000112759,P2P,Food,iOS,5G,11,Thursday,0
TXN0000112774,Bill Payment,Other,Android,4G,11,Friday,0
TXN0000113099,P2M,Fuel,Android,5G,15,Sunday,1
TXN0000113274,P2M,Fuel,Android,WiFi,0,Sunday,1
TXN0000113366,P2P,Food,Android,5G,14,Saturday,1
TXN0000113369,P2P,Fuel,Android,5G,15,Friday,0
TXN0000113623,P2M,Grocery,Android,5G,13,Thursday,0
TXN0000113637,P2P,Shopping,iOS,5G,19,Sunday,1
TXN0000113706,P2M,Food,iOS,4G,9,Saturday,1
TXN0000113732,Bill Payment,Education,Android,4G,18,Tuesday,0
TXN0000113836,Bill Payment,Food,Android,4G,13,Thursday,0
TXN0000113900,Bill Payment,Transport,Android,4G,14,Monday,0
TXN0000114257,P2P,Utilities,Android,WiFi,17,Saturday,1
TXN0000114279,P2M,Entertainment,Android,3G,21,Tuesday,0
TXN0000114309,P2P,Shopping,Android,WiFi,21,Saturday,1
TXN0000114349,Bill Payment,Food,Android,5G,16,Monday,0
TXN0000114736,P2P,Transport,Android,4G,21,Tuesday,0
TXN0000114917,P2M,Grocery,Android,4G,12,Friday,0
TXN0000114952,Bill Payment,Entertainment,Android,4G,19,Thursday,0
TXN0000114982,P2P,Entertainment,Android,WiFi,12,Sunday,1
TXN0000115281,P2P,Other,iOS,4G,20,Friday,0
TXN0000115340,P2M,Food,Android,5G,19,Sunday,1
TXN0000115700,P2P,Fuel,Web,4G,19,Thursday,0
TXN0000116093,P2P,Transport,iOS,WiFi,19,Monday,0
TXN0000116170,P2M,Grocery,Android,5G,21,Sunday,1
TXN0000116268,P2M,Grocery,Web,4G,21,Thursday,0
TXN0000116290,P2P,Shopping,Android,4G,10,Sunday,1
TXN0000117243,P2P,Entertainment,Android,5G,12,Friday,0
TXN0000117259,P2M,Grocery,Web,4G,15,Monday,0
TXN0000117482,Bill Payment,Healthcare,Android,WiFi,18,Wednesday,0
TXN0000117581,P2P,Other,Web,WiFi,19,Friday,0
TXN0000117648,P2P,Shopping,iOS,3G,19,Saturday,1
TXN0000117874,P2P,Food,iOS,4G,8,Wednesday,0
TXN0000117925,P2P,Fuel,Android,3G,15,Friday,0
TXN0000117956,P2P,Healthcare,Android,WiFi,18,Friday,0
TXN0000118012,P2P,Food,Android,5G,15,Thursday,0
TXN0000118101,P2M,Fuel,iOS,5G,13,Sunday,1
TXN0000118219,P2P,Grocery,Android,4G,18,Friday,0
TXN0000118327,P2M,Grocery,Android,5G,20,Tuesday,0
TXN0000118330,P2M,Utilities,Android,4G,19,Saturday,1
TXN0000118670,P2M,Food,Android,4G,20,Friday,0
TXN0000118737,Bill Payment,Education,Android,5G,23,Tuesday,0
TXN0000118830,P2M,Transport,Android,5G,11,Friday,0
TXN0000118874,P2M,Education,iOS,WiFi,19,Thursday,0
TXN0000118906,Bill Payment,Utilities,iOS,5G,21,Tuesday,0
TXN0000119001,Recharge,Food,Android,5G,13,Saturday,1
TXN0000119536,P2M,Education,Android,4G,11,Friday,0
TXN0000119583,P2M,Shopping,Android,4G,18,Saturday,1
TXN0000119629,P2P,Shopping,Android,4G,12,Wednesday,0
TXN0000119670,P2M,Fuel,Web,5G,7,Wednesday,0
TXN0000119954,P2M,Food,Android,4G,9,Sunday,1
TXN0000120143,P2M,Grocery,iOS,WiFi,18,Saturday,1
TXN0000120177,P2M,Transport,Android,WiFi,17,Saturday,1
TXN0000120292,P2M,Entertainment,Android,4G,8,Sunday,1
TXN0000120375,P2M,Transport,iOS,5G,16,Thursday,0
TXN0000120443,P2P,Transport,iOS,5G,10,Wednesday,0
TXN0000120450,Recharge,Grocery,Web,4G,12,Sunday,1
TXN0000121000,Bill Payment,Utilities,iOS,4G,14,Saturday,1
TXN0000121051,P2P,Food,Web,4G,9,Saturday,1
TXN0000121069,P2M,Transport,iOS,4G,10,Tuesday,0
TXN0000121177,P2P,Grocery,Android,4G,17,Tuesday,0
TXN0000121587,P2M,Utilities,iOS,WiFi,16,Sunday,1
TXN0000121642,P2M,Food,Web,4G,20,Sunday,1
TXN0000121662,P2P,Healthcare,iOS,4G,18,Friday,0
TXN0000122213,P2P,Other,Android,4G,10,Monday,0
TXN0000122364,P2P,Healthcare,iOS,WiFi,5,Wednesday,0
TXN0000122599,Recharge,Other,Android,4G,17,Wednesday,0
TXN0000122725,P2P,Shopping,Android,5G,23,Friday,0
TXN0000122730,Bill Payment,Food,Android,4G,9,Thursday,0
TXN0000122740,Bill Payment,Food,iOS,WiFi,19,Wednesday,0
TXN0000122821,P2M,Utilities,Android,4G,17,Friday,0
TXN0000122923,Bill Payment,Shopping,iOS,4G,21,Sunday,1
TXN0000122960,Bill Payment,Utilities,Android,4G,11,Monday,0
TXN0000123286,Bill Payment,Healthcare,Android,4G,21,Thursday,0
TXN0000123289,P2P,Shopping,iOS,4G,12,Thursday,0
TXN0000123647,Bill Payment,Shopping,Android,4G,21,Wednesday,0
TXN0000123692,P2P,Entertainment,iOS,4G,11,Saturday,1
TXN0000123858,P2M,Grocery,Android,5G,13,Thursday,0
TXN0000124115,P2M,Utilities,Android,5G,10,Tuesday,0
TXN0000124217,P2M,Grocery,Web,4G,9,Saturday,1
TXN0000124224,Bill Payment,Food,Android,4G,10,Sunday,1
TXN0000124795,P2M,Grocery,Android,4G,11,Saturday,1
TXN0000124864,P2M,Grocery,Android,4G,19,Tuesday,0
TXN0000124988,P2P,Food,Android,4G,17,Thursday,0
TXN0000125354,P2M,Food,iOS,4G,12,Monday,0
TXN0000125539,P2P,Grocery,Android,4G,10,Sunday,1
TXN0000125879,Bill Payment,Healthcare,Android,4G,8,Tuesday,0
TXN0000125906,P2M,Education,Android,4G,14,Monday,0
TXN0000125987,P2P,Grocery,iOS,5G,9,Monday,0
TXN0000126247,P2M,Education,Android,4G,18,Sunday,1
TXN0000126298,P2P,Shopping,Android,4G,22,Tuesday,0
TXN0000126633,P2M,Grocery,Web,WiFi,18,Wednesday,0
TXN0000126651,P2P,Transport,Android,WiFi,13,Friday,0
TXN0000126718,P2P,Grocery,Android,5G,7,Sunday,1
TXN0000126808,P2P,Healthcare,iOS,4G,21,Tuesday,0
TXN0000126857,P2P,Other,Android,4G,11,Friday,0
TXN0000126986,Bill Payment,Fuel,Android,5G,2,Sunday,1
TXN0000127004,P2P,Fuel,iOS,4G,20,Saturday,1
TXN0000127081,P2P,Shopping,Android,4G,21,Sunday,1
TXN0000127133,P2M,Utilities,Android,4G,11,Saturday,1
TXN0000127415,Bill Payment,Food,Android,3G,22,Monday,0
TXN0000127513,Bill Payment,Other,Android,4G,20,Tuesday,0
TXN0000127553,P2P,Utilities,iOS,4G,8,Thursday,0
TXN0000127849,P2P,Shopping,iOS,3G,11,Monday,0
TXN0000127933,P2P,Grocery,Android,5G,22,Friday,0
TXN0000127995,P2M,Entertainment,Android,4G,6,Thursday,0
TXN0000128065,P2M,Grocery,Android,4G,16,Friday,0
TXN0000128108,P2P,Other,Android,4G,17,Saturday,1
TXN0000128182,P2P,Other,Android,4G,13,Sunday,1
TXN0000128185,P2P,Transport,Android,4G,18,Monday,0
TXN0000128483,P2P,Grocery,Android,4G,21,Sunday,1
TXN0000128554,P2M,Grocery,iOS,5G,0,Wednesday,0
TXN0000128775,Bill Payment,Shopping,Android,4G,21,Sunday,1
TXN0000128809,P2P,Other,Android,4G,17,Monday,0
TXN0000128857,Bill Payment,Shopping,Android,WiFi,14,Monday,0
TXN0000129215,P2P,Utilities,iOS,4G,15,Monday,0
TXN0000129225,Recharge,Grocery,Android,4G,18,Tuesday,0
TXN0000129537,P2P,Shopping,Android,5G,19,Saturday,1
TXN0000129575,Recharge,Utilities,iOS,3G,21,Saturday,1
TXN0000129630,P2M,Grocery,Web,4G,13,Wednesday,0
TXN0000129839,P2P,Education,Android,4G,17,Thursday,0
TXN0000130003,P2M,Entertainment,Android,4G,18,Monday,0
TXN0000130107,P2P,Utilities,Android,5G,14,Thursday,0
TXN0000130212,P2P,Grocery,Android,4G,20,Saturday,1
TXN0000130254,P2M,Grocery,iOS,4G,23,Friday,0
TXN0000130268,P2P,Grocery,Android,4G,10,Saturday,1
TXN0000130278,P2P,Food,Android,5G,8,Monday,0
TXN0000130287,P2M,Entertainment,Android,4G,18,Sunday,1
TXN0000130332,P2M,Food,iOS,5G,15,Saturday,1
TXN0000130361,Bill Payment,Shopping,iOS,WiFi,13,Friday,0
TXN0000130764,Bill Payment,Food,Android,WiFi,14,Thursday,0
TXN0000130932,P2P,Other,Android,5G,21,Wednesday,0
TXN0000131022,P2P,Utilities,Android,4G,12,Thursday,0
TXN0000131447,P2M,Education,Android,4G,13,Thursday,0
TXN0000131520,P2P,Food,Android,4G,21,Sunday,1
TXN0000131684,P2P,Transport,Android,4G,21,Friday,0
TXN0000131771,P2M,Grocery,Android,4G,12,Monday,0
TXN0000131773,P2P,Food,Android,4G,4,Friday,0
TXN0000131959,P2M,Food,Android,4G,11,Sunday,1
TXN0000132103,Bill Payment,Shopping,iOS,4G,10,Thursday,0
TXN0000132179,P2P,Shopping,iOS,4G,12,Thursday,0
TXN0000132195,P2M,Food,iOS,4G,15,Monday,0
TXN0000132288,P2P,Healthcare,iOS,WiFi,6,Wednesday,0
TXN0000132429,P2P,Entertainment,Android,5G,9,Monday,0
TXN0000132461,P2M,Transport,Android,4G,10,Saturday,1
TXN0000132462,P2P,Grocery,Android,5G,12,Thursday,0
TXN0000132553,P2M,Food,Android,4G,17,Monday,0
TXN0000132554,P2M,Transport,Android,4G,18,Monday,0
TXN0000132639,Recharge,Shopping,Android,4G,12,Sunday,1
TXN0000132695,P2P,Food,Android,4G,6,Thursday,0
TXN0000132770,P2M,Healthcare,Android,4G,5,Thursday,0
TXN0000132779,P2P,Other,Android,4G,1,Monday,0
TXN0000133289,P2P,Food,Android,4G,22,Friday,0
TXN0000133467,Recharge,Grocery,Android,WiFi,19,Friday,0
TXN0000133581,P2P,Transport,Android,5G,13,Monday,0
TXN0000133699,P2M,Grocery,Android,WiFi,20,Sunday,1
TXN0000133726,P2P,Grocery,Android,3G,19,Sunday,1
TXN0000133982,P2P,Other,Android,5G,14,Wednesday,0
TXN0000134002,P2M,Shopping,Android,5G,17,Saturday,1
TXN0000134076,P2P,Other,Android,4G,11,Sunday,1
TXN0000134089,P2M,Shopping,Android,4G,12,Thursday,0
TXN0000134232,P2P,Entertainment,iOS,4G,9,Saturday,1
TXN0000134270,P2M,Food,Android,5G,15,Wednesday,0
TXN0000134290,Bill Payment,Other,Android,5G,12,Wednesday,0
TXN0000134454,P2M,Grocery,Android,4G,19,Tuesday,0
TXN0000134511,P2P,Entertainment,iOS,4G,19,Wednesday,0
TXN0000134720,P2P,Transport,Android,4G,14,Friday,0
TXN0000134936,P2P,Shopping,Android,WiFi,13,Wednesday,0
TXN0000134972,P2P,Entertainment,iOS,WiFi,11,Friday,0
TXN0000135153,P2M,Education,Android,4G,10,Saturday,1
TXN0000135229,P2P,Other,Android,5G,6,Saturday,1
TXN0000135248,P2P,Grocery,iOS,5G,19,Saturday,1
TXN0000135434,Recharge,Food,Android,4G,4,Friday,0
TXN0000135436,P2P,Food,Android,4G,12,Tuesday,0
TXN0000135671,P2M,Utilities,Android,4G,0,Wednesday,0
TXN0000135705,P2P,Fuel,Web,5G,21,Sunday,1
TXN0000135862,P2M,Entertainment,Android,4G,13,Wednesday,0
TXN0000135986,P2P,Other,Android,4G,12,Sunday,1
TXN0000136023,P2P,Grocery,Android,5G,20,Monday,0
TXN0000136252,P2P,Shopping,Android,4G,14,Thursday,0
TXN0000136317,P2M,Utilities,Android,4G,23,Friday,0
TXN0000136514,P2M,Grocery,Android,4G,8,Thursday,0
TXN0000136964,Bill Payment,Shopping,Android,4G,17,Thursday,0
TXN0000137121,Bill Payment,Transport,Android,4G,9,Tuesday,0
TXN0000137186,P2P,Food,Android,WiFi,10,Sunday,1
TXN0000137195,P2P,Food,Android,4G,18,Saturday,1
TXN0000137351,P2P,Grocery,Android,4G,20,Sunday,1
TXN0000137555,P2P,Fuel,Android,4G,12,Thursday,0
TXN0000137693,P2M,Education,Android,4G,0,Wednesday,0
TXN0000137756,P2M,Entertainment,Android,4G,21,Thursday,0
TXN0000137828,P2P,Grocery,Android,4G,10,Wednesday,0
TXN0000137882,P2M,Food,Android,4G,22,Monday,0
TXN0000138105,P2M,Shopping,Android,4G,14,Sunday,1
TXN0000138294,P2P,Grocery,Android,4G,10,Sunday,1
TXN0000138413,Bill Payment,Entertainment,Android,5G,21,Tuesday,0
TXN0000138447,P2P,Grocery,iOS,4G,20,Saturday,1
TXN0000138588,P2M,Other,Android,5G,13,Friday,0
TXN0000138759,P2P,Transport,Android,4G,19,Monday,0
TXN0000138997,P2P,Food,Web,4G,11,Wednesday,0
TXN0000139009,P2M,Other,Android,4G,11,Sunday,1
TXN0000139243,P2P,Grocery,Android,5G,10,Friday,0
TXN0000139436,P2M,Grocery,Android,5G,22,Wednesday,0
TXN0000139470,P2P,Other,Android,WiFi,13,Thursday,0
TXN0000139511,P2P,Other,iOS,4G,19,Thursday,0
TXN0000139585,Recharge,Education,iOS,4G,7,Monday,0
TXN0000139653,Bill Payment,Entertainment,Android,5G,15,Tuesday,0
TXN0000139722,P2P,Grocery,Android,5G,20,Monday,0
TXN0000139738,P2P,Other,Android,5G,7,Thursday,0
TXN0000139740,P2P,Healthcare,Android,4G,10,Monday,0
TXN0000139763,Bill Payment,Food,Android,4G,10,Saturday,1
TXN0000140162,P2P,Food,Android,5G,3,Thursday,0
TXN0000140408,Bill Payment,Grocery,Android,WiFi,17,Saturday,1
TXN0000140521,P2P,Fuel,Android,4G,21,Monday,0
TXN0000140575,Bill Payment,Food,Web,5G,12,Monday,0
TXN0000140603,P2M,Entertainment,Android,4G,12,Friday,0
TXN0000140733,P2P,Grocery,Android,4G,6,Tuesday,0
TXN0000141102,P2M,Fuel,Android,WiFi,23,Monday,0
TXN0000141180,P2M,Education,Android,4G,18,Friday,0
TXN0000141185,P2P,Grocery,Android,4G,17,Saturday,1
TXN0000141389,P2P,Entertainment,Android,4G,15,Sunday,1
TXN0000141516,P2M,Entertainment,Android,4G,11,Wednesday,0
TXN0000141647,P2P,Grocery,Android,5G,2,Saturday,1
TXN0000141773,P2M,Other,Android,5G,17,Saturday,1
TXN0000141790,Bill Payment,Other,Android,4G,18,Friday,0
TXN0000141796,P2P,Grocery,Android,4G,19,Monday,0
TXN0000141916,Bill Payment,Shopping,Android,4G,8,Tuesday,0
TXN0000141991,P2M,Entertainment,iOS,5G,13,Friday,0
TXN0000141998,Bill Payment,Shopping,Android,4G,9,Tuesday,0
TXN0000142016,P2P,Grocery,Android,WiFi,19,Thursday,0
TXN0000142041,P2P,Utilities,Android,5G,15,Friday,0
TXN0000142176,P2M,Entertainment,iOS,5G,18,Thursday,0
TXN0000142670,Bill Payment,Grocery,Android,4G,13,Friday,0
TXN0000142792,P2P,Transport,Android,5G,13,Thursday,0
TXN0000142851,P2M,Food,iOS,5G,16,Monday,0
TXN0000142949,P2P,Utilities,Android,5G,15,Sunday,1
TXN0000142990,Bill Payment,Healthcare,Android,4G,0,Tuesday,0
TXN0000143051,P2P,Entertainment,iOS,5G,10,Monday,0
TXN0000143757,Recharge,Healthcare,Android,WiFi,23,Sunday,1
TXN0000143884,P2P,Grocery,Android,4G,20,Thursday,0
TXN0000144070,P2P,Transport,Android,4G,13,Monday,0
TXN0000144132,P2M,Food,Android,4G,8,Friday,0
TXN0000144231,Recharge,Food,Android,5G,18,Monday,0
TXN0000144636,Bill Payment,Other,Android,5G,10,Friday,0
TXN0000144695,P2P,Transport,iOS,4G,22,Friday,0
TXN0000144751,P2M,Utilities,Android,4G,20,Friday,0
TXN0000144805,P2P,Utilities,Android,4G,21,Sunday,1
TXN0000145031,P2M,Other,Android,4G,15,Thursday,0
TXN0000145204,P2M,Shopping,Android,4G,9,Wednesday,0
TXN0000145903,P2M,Food,Android,4G,12,Friday,0
TXN0000146006,P2P,Transport,Android,4G,14,Monday,0
TXN0000146061,P2M,Food,Android,4G,13,Saturday,1
TXN0000146136,Recharge,Grocery,Web,4G,17,Thursday,0
TXN0000146304,Bill Payment,Fuel,Web,4G,11,Saturday,1
TXN0000146350,P2P,Grocery,iOS,5G,18,Saturday,1
TXN0000146424,P2M,Education,Android,5G,10,Monday,0
TXN0000146446,P2M,Grocery,Web,4G,10,Monday,0
TXN0000146459,P2P,Entertainment,iOS,5G,13,Thursday,0
TXN0000146470,P2M,Grocery,Android,3G,16,Tuesday,0
TXN0000146519,P2P,Grocery,Android,4G,11,Monday,0
TXN0000146669,Bill Payment,Food,Android,5G,10,Friday,0
TXN0000146687,P2P,Other,iOS,5G,21,Tuesday,0
TXN0000146886,P2M,Food,Web,3G,23,Monday,0
TXN0000146898,P2P,Healthcare,Android,4G,10,Thursday,0
TXN0000147349,P2P,Shopping,Android,5G,18,Wednesday,0
TXN0000147573,P2P,Food,Android,4G,3,Saturday,1
TXN0000147917,P2M,Healthcare,Web,4G,20,Thursday,0
TXN0000148176,P2P,Shopping,Android,4G,12,Friday,0
TXN0000148222,P2P,Entertainment,Android,4G,17,Tuesday,0
TXN0000148322,P2P,Food,Android,4G,12,Friday,0
TXN0000148625,P2P,Other,Android,4G,19,Saturday,1
TXN0000148665,Bill Payment,Fuel,Web,4G,19,Friday,0
TXN0000148708,Bill Payment,Shopping,Android,4G,15,Tuesday,0
TXN0000148715,P2P,Entertainment,iOS,WiFi,8,Wednesday,0
TXN0000148817,P2M,Other,Android,4G,0,Tuesday,0
TXN0000148890,P2P,Other,Android,4G,11,Monday,0
TXN0000148940,P2M,Grocery,Android,5G,15,Thursday,0
TXN0000149304,Bill Payment,Other,Android,4G,15,Monday,0
TXN0000149472,P2P,Grocery,iOS,5G,13,Tuesday,0
TXN0000149559,Recharge,Other,iOS,4G,10,Monday,0
TXN0000149974,P2P,Grocery,iOS,4G,20,Tuesday,0
TXN0000149977,P2M,Grocery,Android,4G,19,Wednesday,0
TXN0000150075,P2P,Grocery,Android,4G,18,Wednesday,0
TXN0000150136,P2M,Shopping,Android,4G,16,Thursday,0
TXN0000150184,P2P,Shopping,Android,4G,22,Wednesday,0
TXN0000150468,P2P,Other,iOS,3G,17,Monday,0
TXN0000150509,P2P,Food,Android,4G,11,Thursday,0
TXN0000150827,P2M,Food,Android,4G,20,Monday,0
TXN0000150897,Bill Payment,Fuel,Android,5G,21,Saturday,1
TXN0000150968,P2M,Grocery,Android,5G,19,Sunday,1
TXN0000150983,P2M,Utilities,Android,4G,12,Thursday,0
TXN0000150995,Bill Payment,Entertainment,iOS,4G,20,Thursday,0
TXN0000151453,P2P,Utilities,Android,4G,18,Thursday,0
TXN0000151465,P2P,Grocery,Android,4G,7,Wednesday,0
TXN0000151502,Bill Payment,Food,Android,WiFi,21,Wednesday,0
TXN0000152020,P2M,Grocery,iOS,4G,20,Wednesday,0
TXN0000152115,P2P,Shopping,Android,4G,20,Saturday,1
TXN0000152168,P2M,Fuel,iOS,4G,18,Thursday,0
TXN0000152313,P2M,Grocery,Android,4G,7,Friday,0
TXN0000152522,P2M,Entertainment,Android,4G,14,Sunday,1
TXN0000152598,P2P,Fuel,Android,WiFi,17,Sunday,1
TXN0000152676,P2M,Food,Android,4G,21,Thursday,0
TXN0000152752,P2P,Food,Android,4G,3,Thursday,0
TXN0000152923,P2M,Grocery,iOS,4G,8,Sunday,1
TXN0000152941,Bill Payment,Utilities,iOS,4G,13,Tuesday,0
TXN0000152975,P2P,Shopping,Android,4G,14,Saturday,1
TXN0000153052,P2P,Grocery,iOS,5G,22,Thursday,0
TXN0000153110,P2M,Food,Web,4G,12,Saturday,1
TXN0000153320,P2P,Shopping,iOS,5G,13,Sunday,1
TXN0000153587,P2P,Other,Android,WiFi,11,Tuesday,0
TXN0000153717,P2P,Food,Android,4G,9,Wednesday,0
TXN0000153741,Bill Payment,Fuel,Android,3G,9,Thursday,0
TXN0000153981,P2P,Food,Android,4G,21,Wednesday,0
TXN0000154156,Bill Payment,Food,Android,4G,18,Sunday,1
TXN0000154426,P2P,Grocery,Android,4G,10,Monday,0
TXN0000154446,P2P,Utilities,Android,5G,10,Friday,0
TXN0000154684,P2P,Healthcare,Android,5G,14,Monday,0
TXN0000154696,P2M,Transport,Android,5G,9,Friday,0
TXN0000154827,Bill Payment,Other,Android,5G,13,Saturday,1
TXN0000155038,P2P,Shopping,iOS,5G,12,Saturday,1
TXN0000155132,P2P,Food,iOS,4G,10,Tuesday,0
TXN0000155185,Bill Payment,Utilities,Android,5G,20,Wednesday,0
TXN0000155282,P2M,Other,iOS,4G,19,Monday,0
TXN0000155434,Bill Payment,Fuel,Android,5G,19,Monday,0
TXN0000155477,P2M,Utilities,Android,4G,12,Saturday,1
TXN0000155493,P2P,Entertainment,Android,3G,3,Friday,0
TXN0000155650,P2P,Food,Android,4G,21,Tuesday,0
TXN0000155773,P2M,Utilities,Android,WiFi,10,Tuesday,0
TXN0000156221,P2P,Food,Android,4G,18,Saturday,1
TXN0000156266,Recharge,Shopping,Android,WiFi,15,Tuesday,0
TXN0000156532,P2M,Food,Android,5G,12,Tuesday,0
TXN0000156635,P2M,Fuel,iOS,4G,10,Friday,0
TXN0000156653,Recharge,Transport,Android,5G,10,Wednesday,0
TXN0000156696,P2P,Grocery,Android,4G,0,Monday,0
TXN0000156705,P2P,Grocery,Android,4G,22,Friday,0
TXN0000156716,P2P,Healthcare,Android,5G,1,Thursday,0
TXN0000156902,Bill Payment,Shopping,Web,4G,13,Friday,0
TXN0000157160,P2M,Education,Android,WiFi,13,Tuesday,0
TXN0000157253,P2P,Utilities,Android,4G,22,Sunday,1
TXN0000157380,Bill Payment,Healthcare,Web,WiFi,13,Saturday,1
TXN0000157437,P2M,Food,iOS,4G,12,Tuesday,0
TXN0000157461,P2M,Other,Android,5G,21,Friday,0
TXN0000157495,P2P,Fuel,Android,3G,18,Thursday,0
TXN0000157745,P2P,Other,iOS,3G,13,Wednesday,0
TXN0000157803,P2M,Grocery,Android,4G,10,Monday,0
TXN0000157899,Bill Payment,Shopping,Android,4G,10,Sunday,1
TXN0000157904,P2P,Grocery,Android,4G,9,Thursday,0
TXN0000157929,P2M,Grocery,Web,4G,3,Tuesday,0
TXN0000158093,Bill Payment,Shopping,Android,5G,22,Sunday,1
TXN0000158105,Bill Payment,Education,Android,3G,0,Tuesday,0
TXN0000158207,P2M,Utilities,Android,4G,23,Friday,0
TXN0000158410,Bill Payment,Grocery,Android,4G,17,Tuesday,0
TXN0000158799,P2M,Grocery,Android,WiFi,18,Saturday,1
TXN0000158853,P2M,Food,Android,4G,17,Thursday,0
TXN0000159203,P2M,Grocery,iOS,4G,13,Monday,0
TXN0000159340,P2P,Food,Android,4G,8,Friday,0
TXN0000159550,Bill Payment,Other,Android,5G,17,Wednesday,0
TXN0000159604,P2M,Food,Android,5G,17,Tuesday,0
TXN0000159936,P2M,Grocery,iOS,5G,8,Wednesday,0
TXN0000160001,P2M,Entertainment,Android,4G,13,Friday,0
TXN0000160128,Bill Payment,Transport,Android,4G,12,Sunday,1
TXN0000160324,Recharge,Fuel,Android,4G,21,Tuesday,0
TXN0000160469,P2P,Grocery,Android,5G,22,Thursday,0
TXN0000160502,P2P,Grocery,iOS,4G,11,Wednesday,0
TXN0000160536,P2M,Other,Android,WiFi,21,Friday,0
TXN0000160849,P2P,Shopping,iOS,5G,2,Wednesday,0
TXN0000160850,P2P,Entertainment,Android,3G,12,Friday,0
TXN0000160872,Bill Payment,Food,Android,4G,16,Thursday,0
TXN0000161076,Bill Payment,Healthcare,Android,4G,17,Wednesday,0
TXN0000161177,P2P,Entertainment,Android,5G,23,Friday,0
TXN0000161462,P2P,Grocery,Android,5G,11,Monday,0
TXN0000161501,P2M,Shopping,Android,4G,21,Thursday,0
TXN0000161594,P2P,Utilities,Android,5G,14,Tuesday,0
TXN0000161597,P2P,Other,iOS,4G,12,Wednesday,0
TXN0000161745,P2P,Fuel,Android,4G,11,Monday,0
TXN0000161857,Recharge,Shopping,iOS,4G,8,Friday,0
TXN0000161982,P2P,Entertainment,Android,5G,18,Wednesday,0
TXN0000162064,P2P,Entertainment,Android,WiFi,17,Friday,0
TXN0000162437,Recharge,Healthcare,iOS,4G,11,Monday,0
TXN0000162514,P2P,Entertainment,Android,WiFi,11,Monday,0
TXN0000162562,P2P,Other,Android,4G,22,Monday,0
TXN0000162663,P2P,Shopping,Android,4G,14,Sunday,1
TXN0000162695,Bill Payment,Shopping,Android,4G,17,Thursday,0
TXN0000162791,P2M,Healthcare,Android,5G,17,Sunday,1
TXN0000163114,P2P,Other,Android,WiFi,0,Thursday,0
TXN0000163135,P2M,Entertainment,Android,4G,21,Thursday,0
TXN0000163161,P2P,Transport,Web,4G,6,Wednesday,0
TXN0000163174,P2M,Grocery,Android,4G,16,Sunday,1
TXN0000163417,P2P,Other,Android,4G,18,Thursday,0
